district_name,uid,area,min,max,mean,count,sum,median,source_file,centroid,bounds
Bhadradri Kothagudem,TSD0001,6974.14,0.16151808202266693,0.2935607433319092,0.20621715806934932,1825.0,376.3463134765625,0.2053837776184082,28-02-2023.geojson,"[80.70439006278075, 17.689273994357553]",
Jagtial,TSD0002,2853.09,0.32942435145378113,0.3681183159351349,0.34419169966966934,758.0,260.8973083496094,0.34528303146362305,28-02-2023.geojson,"[78.87574330838751, 18.8338023749505]",
Jangoan,TSD0003,2112.71,0.2810806632041931,0.34512612223625183,0.31369144118962433,559.0,175.353515625,0.3128786087036133,28-02-2023.geojson,"[79.27607800489348, 17.750740986831726]",
Mulugu,TSD0004,4189.02,0.21077603101730347,0.3669854402542114,0.25438700486259563,1111.0,282.62396240234375,0.23841576278209686,28-02-2023.geojson,"[80.33786772661823, 18.29047147518736]",
Kamareddy,TSD0005,3701.83,0.2021111249923706,0.3583642840385437,0.3237175995154171,977.0,316.2720947265625,0.33594489097595215,28-02-2023.geojson,"[78.06329890793397, 18.326243692893655]",
Karimnagar,TSD0006,2127.79,0.34257039427757263,0.3958103656768799,0.36964842330577763,559.0,206.6334686279297,0.37059512734413147,28-02-2023.geojson,"[79.23853687837321, 18.380183921305157]",
Khammam,TSD0007,4491.25,0.1796398162841797,0.34207624197006226,0.29391984610721983,1160.0,340.947021484375,0.3006341755390167,28-02-2023.geojson,"[80.35668821773643, 17.199094525973987]",
Mahabubabad,TSD0008,3551.04,0.192794069647789,0.37049755454063416,0.2938591567649719,933.0,274.17059326171875,0.31084391474723816,28-02-2023.geojson,"[79.9868218423423, 17.665218729780197]",
Mancherial,TSD0009,3909.4,0.1871986836194992,0.3538966774940491,0.2775072726232289,1041.0,288.88507080078125,0.2801492512226105,28-02-2023.geojson,"[79.51701293789398, 18.993531032765564]",
Medak,TSD0010,2771.68,0.30101126432418823,0.3583642840385437,0.34544907991829926,721.0,249.06878662109375,0.3477177917957306,28-02-2023.geojson,"[78.25824850555264, 17.956574082577863]",
Nagarkurnool,TSD0011,6399.07,0.16871188580989838,0.2627931833267212,0.21626126264347545,1639.0,354.45220947265625,0.21325920522212982,28-02-2023.geojson,"[78.58857647281062, 16.389142237051235]",
Nalgonda,TSD0012,7218.26,0.17435622215270996,0.3997850716114044,0.26984367572441303,1890.0,510.0045471191406,0.2626805305480957,28-02-2023.geojson,"[79.19301472034303, 16.87692074824761]",
Nirmal,TSD0013,3729.13,0.2176779955625534,0.3927554488182068,0.3140779220011352,991.0,311.251220703125,0.3202182650566101,28-02-2023.geojson,"[78.31699355816836, 19.114130687608668]",
Nizamabad,TSD0014,4168.33,0.2656001150608063,0.4120350778102875,0.350867691525105,1101.0,386.3053283691406,0.3471114933490753,28-02-2023.geojson,"[78.20482550088794, 18.70265275287659]",
Peddapalli,TSD0015,2195.39,0.3069626986980438,0.3958103656768799,0.352993627594099,582.0,205.44229125976562,0.3527124226093292,28-02-2023.geojson,"[79.45523488442778, 18.62087616434993]",
Rajanna Sircilla,TSD0016,1897.97,0.3273085355758667,0.3642929494380951,0.3457106030176556,504.0,174.23814392089844,0.3446463942527771,28-02-2023.geojson,"[78.76019366323104, 18.425667296980095]",
Sangareddy,TSD0017,4460.37,0.1879976987838745,0.35729724168777466,0.2699840312101403,1176.0,317.501220703125,0.26665905117988586,28-02-2023.geojson,"[77.8743389606641, 17.7860620089045]",
