district_name,uid,area,zonalstat,geometry,source_file,mandal_name,mean_value,max_value,min_value,std_value,bounds
Khammam,TSSD0253,248.08,"{'min': 128.37884521484375, 'max': 130.43080139160156, 'mean': 130.35653273809524, 'count': 1050, 'sum': 136874.359375, 'median': 130.43080139160156}","(80.22907869200003, 17.128139428000054, 80.38924637100007, 17.358600223000053)",31-12-2023.geojson,Konijerla,,,,,
Jagtial,TSSD0254,137.05,"{'min': 109.80110931396484, 'max': 109.95848846435547, 'mean': 109.82405124356775, 'count': 583, 'sum': 64027.421875, 'median': 109.80110931396484}","(78.66979872300004, 18.779122311000037, 78.80776997400005, 18.901121141000033)",31-12-2023.geojson,Korutla,,,,,
Narayanpet,TSSD0255,202.41,"{'min': 96.01996612548828, 'max': 96.71803283691406, 'mean': 96.71145281213192, 'count': 849, 'sum': 82108.0234375, 'median': 96.71803283691406}","(77.62150517800006, 16.868413100000055, 77.78388791600008, 17.061626292000028)",31-12-2023.geojson,Kosgi,,,,,
Nizamabad,TSSD0256,167.13,"{'min': 101.41412353515625, 'max': 105.37905883789062, 'mean': 102.12724820143885, 'count': 695, 'sum': 70978.4375, 'median': 101.41412353515625}","(77.73094932200007, 18.49717835900003, 77.85433638100005, 18.66689713100004)",31-12-2023.geojson,Kotagiri,,,,,
Vikarabad,TSSD0257,113.18,"{'min': 102.11503601074219, 'max': 102.96321868896484, 'mean': 102.90821129707113, 'count': 478, 'sum': 49190.125, 'median': 102.96321868896484}","(77.66819483500007, 17.359928257000036, 77.85253462800006, 17.473344975000032)",31-12-2023.geojson,Kotepally,,,,,
Mahabubabad,TSSD0258,542.64,"{'min': 102.3671646118164, 'max': 114.03548431396484, 'mean': 105.54328083845479, 'count': 2278, 'sum': 240427.59375, 'median': 104.85922241210938}","(79.98324728200004, 17.77379955500004, 80.22702134100007, 18.106543834000036)",31-12-2023.geojson,Kothaguda,,,,,
Bhadradri Kothagudem,TSSD0259,16.26,"{'min': 130.23231506347656, 'max': 132.31642150878906, 'mean': 131.09573102678573, 'count': 70, 'sum': 9176.701171875, 'median': 130.23231506347656}","(80.60094010100005, 17.503240987000027, 80.65378575800008, 17.562464026000043)",31-12-2023.geojson,Kothagudem,,,,,
Wanaparthy,TSSD0260,171.68,"{'min': 95.83873748779297, 'max': 99.13255310058594, 'mean': 96.71036081128133, 'count': 718, 'sum': 69438.0390625, 'median': 95.83873748779297}","(77.88176111000007, 16.234691046000023, 77.99240426200004, 16.448187482000037)",31-12-2023.geojson,Kothakota,,,,,
Karimnagar,TSSD0261,97.2,"{'min': 112.68830108642578, 'max': 112.68830108642578, 'mean': 112.68830786192214, 'count': 411, 'sum': 46314.89453125, 'median': 112.68830108642578}","(78.98612238300007, 18.39948258100003, 79.12597429000004, 18.514396049000027)",31-12-2023.geojson,Kothapally,,,,,
Rangareddy,TSSD0262,105.51,"{'min': 105.78474426269531, 'max': 116.35922241210938, 'mean': 111.72088068181819, 'count': 440, 'sum': 49157.1875, 'median': 116.35922241210938}","(78.21019675400004, 17.04105323500005, 78.36970700400008, 17.225492944000052)",31-12-2023.geojson,Kothur,,,,,
Kumurambheem Asifabad,TSSD0263,178.1,"{'min': 87.3606948852539, 'max': 87.3606948852539, 'mean': 87.36070344129554, 'count': 741, 'sum': 64734.28125, 'median': 87.3606948852539}","(79.63414387600005, 19.452242796000064, 79.81867852100004, 19.607819128000074)",31-12-2023.geojson,Kouthala,,,,,
Medak,TSSD0264,161.34,"{'min': 98.87914276123047, 'max': 104.4433364868164, 'mean': 101.90550866788321, 'count': 685, 'sum': 69805.2734375, 'median': 104.4433364868164}","(78.10564250300007, 17.787310025000068, 78.29841681600004, 17.936446078000074)",31-12-2023.geojson,Kowdipally,,,,,
Nirmal,TSSD0265,282.48,"{'min': 103.50848388671875, 'max': 105.29468536376953, 'mean': 103.64323134953898, 'count': 1193, 'sum': 123646.375, 'median': 103.50848388671875}","(77.84760754200005, 19.143786309000063, 78.05573992700005, 19.342882151000026)",31-12-2023.geojson,Kubeer,,,,,
Medchal_Malkajgiri,TSSD0266,39.02,"{'min': 111.91612243652344, 'max': 112.9814453125, 'mean': 111.93515159970238, 'count': 168, 'sum': 18805.10546875, 'median': 111.91612243652344}","(78.36804921900006, 17.450165494000032, 78.44563956200005, 17.513917809000077)",31-12-2023.geojson,Kukatpally,,,,,
