district_name,uid,area,zonalstat,geometry,source_file,mandal_name,mean_value,max_value,min_value,std_value,bounds
Nalgonda,TSSD0386,217.58,"{'min': 26.397499084472656, 'max': 34.46818161010742, 'mean': 29.092438261387713, 'count': 59, 'sum': 1716.453857421875, 'median': 28.522499084472656}","(79.29369591300008, 16.726884840000025, 79.46702657000003, 16.93694350900006)",01-02-2023.geojson,Nidamanoor,,,,,
Nirmal,TSSD0387,26.54,"{'min': 32.05720138549805, 'max': 33.335601806640625, 'mean': 32.73094007703993, 'count': 9, 'sum': 294.5784606933594, 'median': 32.74440002441406}","(78.32125738700006, 19.06142155400005, 78.36703256100003, 19.13503668900006)",01-02-2023.geojson,Nirmal,,,,,
Nirmal,TSSD0388,121.65,"{'min': 29.982799530029297, 'max': 33.90599822998047, 'mean': 32.542252079133064, 'count': 31, 'sum': 1008.809814453125, 'median': 32.66749954223633}","(78.28619783500005, 19.030659180000043, 78.42042812500006, 19.18711090100004)",01-02-2023.geojson,Nirmal Rural,,,,,
Nizamabad,TSSD0389,8.31,"{'min': 31.304166793823242, 'max': 32.991600036621094, 'mean': 32.38969930013021, 'count': 3, 'sum': 97.16909790039062, 'median': 32.87333297729492}","(78.05163596200003, 18.674492592000036, 78.12730598000007, 18.70039857300003)",01-02-2023.geojson,Nizamabad North,,,,,
Nizamabad,TSSD0390,143.88,"{'min': 27.572608947753906, 'max': 33.14083480834961, 'mean': 30.509450812088815, 'count': 38, 'sum': 1159.359130859375, 'median': 30.652915954589844}","(77.98560033100006, 18.565702533000035, 78.16225447400006, 18.788720459000047)",01-02-2023.geojson,Nizamabad Rural,,,,,
Nizamabad,TSSD0391,30.08,"{'min': 32.398799896240234, 'max': 33.83333206176758, 'mean': 33.30043247767857, 'count': 7, 'sum': 233.10302734375, 'median': 33.54439926147461}","(78.05135267700007, 18.638141734000044, 78.12035163300004, 18.70039857300003)",01-02-2023.geojson,Nizamabad South,,,,,
Medak,TSSD0392,96.69,"{'min': 30.853477478027344, 'max': 32.987274169921875, 'mean': 31.884486607142858, 'count': 28, 'sum': 892.765625, 'median': 31.995651245117188}","(78.48347828600004, 18.052927198000077, 78.58043728400008, 18.186685228000044)",01-02-2023.geojson,Nizampet,,,,,
Kamareddy,TSSD0393,241.59,"{'min': 24.987499237060547, 'max': 32.5908317565918, 'mean': 29.076527913411457, 'count': 72, 'sum': 2093.510009765625, 'median': 29.476764678955078}","(77.84561923400008, 18.09283344800002, 78.00817764400006, 18.34553889500006)",01-02-2023.geojson,Nizamsagar,,,,,
Suryapet,TSSD0394,119.91,"{'min': 29.917499542236328, 'max': 33.57782745361328, 'mean': 31.54562470407197, 'count': 33, 'sum': 1041.005615234375, 'median': 31.190000534057617}","(79.62642963900004, 17.281058334000022, 79.80860422700005, 17.37862805900005)",01-02-2023.geojson,Noothankal,,,,,
Sangareddy,TSSD0395,259.19,"{'min': 34.374000549316406, 'max': 39.05799865722656, 'mean': 37.26123405905331, 'count': 68, 'sum': 2533.763916015625, 'median': 37.12766647338867}","(77.50905262900005, 17.743666096000027, 77.70963585900006, 17.95290998400003)",01-02-2023.geojson,Nyalkal,,,,,
