district_name,uid,area,min,max,mean,count,sum,median,geometry,source_file,bounds
Nagarkurnool,TSD0011,6399.07,4.591548805280366e-05,6.431653021470572e-05,5.4877241016791164e-05,1639.0,0.08994379802652072,5.4732897860059214e-05,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-01-2022.geojson,
Nalgonda,TSD0012,7218.26,5.178594818026578e-05,0.00010757020569477096,6.172108823338542e-05,1890.0,0.11665285676109843,6.041854276189062e-05,"(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-01-2022.geojson,
Nirmal,TSD0013,3729.13,5.569983597310096e-05,6.849731641149318e-05,6.220707989618327e-05,991.0,0.06164721617711762,6.226001345585683e-05,"(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-01-2022.geojson,
Nizamabad,TSD0014,4168.33,5.80442647687627e-05,7.115553004747288e-05,6.372858150337583e-05,1101.0,0.07016516823521679,6.361491266704362e-05,"(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-01-2022.geojson,
Peddapalli,TSD0015,2195.39,7.581660158060901e-05,0.0002595744436076104,0.0001229229391337679,582.0,0.07154115057585292,0.0001109381538387907,"(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-01-2022.geojson,
Rajanna Sircilla,TSD0016,1897.97,6.14405214655191e-05,7.754946453818036e-05,6.82118780776964e-05,504.0,0.03437878655115898,6.822800869926131e-05,"(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-01-2022.geojson,
Sangareddy,TSD0017,4460.37,5.608167187424782e-05,9.9262349204093e-05,6.595393925186183e-05,1176.0,0.07756183256018952,6.402401759663358e-05,"(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-01-2022.geojson,
Siddipet,TSD0018,3637.17,6.068000539728217e-05,8.035125534913145e-05,7.020826495239542e-05,969.0,0.06803180873887116,7.007606945147511e-05,"(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-01-2022.geojson,
Vikarabad,TSD0019,3618.96,5.70999851569425e-05,0.00011570679800664227,6.598958135747572e-05,946.0,0.06242614396417202,6.370940291375252e-05,"(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-01-2022.geojson,
Wanaparthy,TSD0020,2174.67,5.4870463407223844e-05,6.866338327812448e-05,6.112783987226608e-05,571.0,0.03490399656706393,6.13409287156382e-05,"(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-01-2022.geojson,
Warangal Rural,TSD0021,2139.98,6.161489761215955e-05,8.624864156967142e-05,7.110112242916144e-05,571.0,0.04059874090705118,7.094521436179633e-05,"(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-01-2022.geojson,
Warangal Urban,TSD0022,1294.45,6.452817273549286e-05,8.304600670097788e-05,7.450573269324563e-05,340.0,0.025331949115703512,7.552542075767627e-05,"(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-01-2022.geojson,
Yadadri Bhuvanagiri,TSD0023,3422.72,5.6873579345014056e-05,7.310910013519427e-05,6.35495015301828e-05,901.0,0.05725810087869471,6.313082189991942e-05,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-01-2022.geojson,
Narayanpet,TSD0024,2380.13,6.001497682905964e-05,0.00012852753650306406,7.289035110217986e-05,611.0,0.04453600452343189,6.803384125971852e-05,"(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",01-01-2022.geojson,
Jogulamba Gadwal,TSD0025,2574.21,5.6723486112197295e-05,7.202657644587655e-05,6.416783751734595e-05,665.0,0.04267161194903506,6.393001022470999e-05,"(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",01-01-2022.geojson,
Rangareddy,TSD0026,4997.54,5.567061847250198e-05,0.000114511059775823,6.82988799631472e-05,1320.0,0.09015452155135431,6.494154834187424e-05,"(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",01-01-2022.geojson,
Suryapet,TSD0027,3584.22,6.0656194002765977e-05,0.0001569165078971455,7.8548976252284e-05,941.0,0.07391458665339924,7.076283549397679e-05,"(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",01-01-2022.geojson,
Medchal Malkajgiri,TSD0028,1088.52,6.572670025668322e-05,0.00011634906858425475,8.2913071296661e-05,288.0,0.023878964533438365,8.004717424454024e-05,"(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",01-01-2022.geojson,
Adilabad,TSD0029,3980.34,5.7015545735338866e-05,7.865604180132831e-05,6.510798377893406e-05,1041.0,0.06777741111387035,6.503236330277287e-05,"(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",01-01-2022.geojson,
Hyderabad,TSD0030,182.64,0.00010006362287221489,0.00012452804161486991,0.00011365705350771905,48.0,0.005455538568370514,0.00011462745825158719,"(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",01-01-2022.geojson,
Kumurambheem Asifabad,TSD0031,4495.32,5.516247807639651e-05,8.393318202407315e-05,6.539442804159555e-05,1182.0,0.07729621394516595,6.48837251675383e-05,"(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",01-01-2022.geojson,
Jayashankar Bhupalpally,TSD0032,2946.01,5.2791740229830255e-05,0.00014912363000659846,7.632324303802065e-05,780.0,0.0595321295696561,7.284177591562097e-05,"(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",01-01-2022.geojson,
Mahabubnagar,TSD0033,2749.62,5.723172959598535e-05,6.709642607368534e-05,6.204294358245325e-05,722.0,0.04479500526653125,6.209915832532735e-05,"(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",01-01-2022.geojson,
Bhadradri Kothagudem,TSD0001,6974.14,4.953925229486323e-05,0.000173568826284462,7.034684449885243e-05,1825.0,0.1283829912104057,6.42347092781921e-05,"(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",01-02-2022.geojson,
Jagtial,TSD0002,2853.09,5.926335907913442e-05,9.291781266448328e-05,6.690702361142509e-05,758.0,0.050715523897460216,6.616155806985472e-05,"(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",01-02-2022.geojson,
Jangoan,TSD0003,2112.71,5.429784487721369e-05,6.360675777684377e-05,5.8599232073929585e-05,559.0,0.03275697072932664,5.8599260164740024e-05,"(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",01-02-2022.geojson,
Mulugu,TSD0004,4189.02,5.488844261602711e-05,0.00010644671435406149,6.318569328973565e-05,1111.0,0.07019930524489632,6.139160577130383e-05,"(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",01-02-2022.geojson,
Kamareddy,TSD0005,3701.83,5.485560011702464e-05,6.837619994527858e-05,6.152559929600261e-05,977.0,0.06011051051219455,6.142361792202949e-05,"(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",01-02-2022.geojson,
Karimnagar,TSD0006,2127.79,5.7067357270917916e-05,8.570819709685118e-05,6.661750468297814e-05,559.0,0.037239185117784776,6.49773581174639e-05,"(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",01-02-2022.geojson,
Khammam,TSD0007,4491.25,5.2825251734558556e-05,8.714295517325891e-05,6.551004281061786e-05,1160.0,0.07599164966031671,6.461216577898937e-05,"(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",01-02-2022.geojson,
Mahabubabad,TSD0008,3551.04,5.220123893290123e-05,6.673591977278928e-05,5.9627224652465627e-05,933.0,0.05563220060075043,5.960726950767138e-05,"(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",01-02-2022.geojson,
Mancherial,TSD0009,3909.4,5.5201098918834985e-05,0.00020678609937717986,9.116314351744602e-05,1041.0,0.0949008324016613,8.147316753853153e-05,"(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",01-02-2022.geojson,
Medak,TSD0010,2771.68,5.847507757132119e-05,7.809742695736768e-05,6.434711830915407e-05,721.0,0.04639427230090008,6.350781762597032e-05,"(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",01-02-2022.geojson,
Nagarkurnool,TSD0011,6399.07,4.989423227621102e-05,6.472241584929171e-05,5.5490457729068304e-05,1639.0,0.09094886021794295,5.5382027740882365e-05,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-02-2022.geojson,
Nalgonda,TSD0012,7218.26,5.044674452547349e-05,9.304735339157484e-05,5.8154249784019016e-05,1890.0,0.10991153209179594,5.6970418225228204e-05,"(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-02-2022.geojson,
Nirmal,TSD0013,3729.13,5.558485530798991e-05,7.29915782547827e-05,6.175021282107223e-05,991.0,0.06119446090568258,6.160024611243793e-05,"(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-02-2022.geojson,
Nizamabad,TSD0014,4168.33,5.379338460967584e-05,6.982882603694118e-05,6.054458171506634e-05,1101.0,0.06665958446828804,6.0210089817164985e-05,"(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-02-2022.geojson,
Peddapalli,TSD0015,2195.39,6.221089959539007e-05,0.00023209897991651468,9.61873009843359e-05,582.0,0.0559810091728835,8.637504752263875e-05,"(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-02-2022.geojson,
Rajanna Sircilla,TSD0016,1897.97,5.5685229516750155e-05,7.26172424469914e-05,6.244581296615207e-05,504.0,0.03147268973494064,6.209087634320243e-05,"(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-02-2022.geojson,
Sangareddy,TSD0017,4460.37,5.6291739190828725e-05,0.00011567377122550578,6.723347775600518e-05,1176.0,0.07906656984106208,6.384782131499682e-05,"(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-02-2022.geojson,
Siddipet,TSD0018,3637.17,5.740077334309304e-05,7.68650348278151e-05,6.335221995802234e-05,969.0,0.06138830113932364,6.249791292906028e-05,"(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-02-2022.geojson,
Vikarabad,TSD0019,3618.96,5.4683334302029294e-05,0.00011805784148558,6.478580078117054e-05,946.0,0.06128736753898733,6.33102246723569e-05,"(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-02-2022.geojson,
Wanaparthy,TSD0020,2174.67,5.343626726171943e-05,6.10856662282455e-05,5.7651188280051144e-05,571.0,0.032918828507909205,5.77419139258155e-05,"(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-02-2022.geojson,
Warangal Rural,TSD0021,2139.98,5.7183979540176054e-05,7.50270091600595e-05,6.320432007047036e-05,571.0,0.03608966676023857,6.249457704042021e-05,"(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-02-2022.geojson,
Warangal Urban,TSD0022,1294.45,5.829137288000788e-05,7.305694325657924e-05,6.362426000271451e-05,340.0,0.021632248400922933,6.296441240860574e-05,"(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-02-2022.geojson,
Yadadri Bhuvanagiri,TSD0023,3422.72,5.486030203781989e-05,7.094759512346487e-05,6.0502383631158854e-05,901.0,0.05451264765167413,5.985421105958258e-05,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-02-2022.geojson,
Narayanpet,TSD0024,2380.13,5.588740587178207e-05,0.0001650676579767002,6.634855009080972e-05,611.0,0.040538964105484736,6.071117348115108e-05,"(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",01-02-2022.geojson,
Jogulamba Gadwal,TSD0025,2574.21,5.487700516263855e-05,6.699035593949234e-05,6.0061546144165706e-05,665.0,0.039940928185870195,6.003939611795451e-05,"(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",01-02-2022.geojson,
Rangareddy,TSD0026,4997.54,5.3954937167189e-05,0.00013015667632172975,6.676338412313167e-05,1320.0,0.0881276670425338,6.27310837321234e-05,"(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",01-02-2022.geojson,
Suryapet,TSD0027,3584.22,5.560544776003389e-05,0.00013027721944632736,7.375268334031956e-05,941.0,0.0694012750232407,6.784969307004589e-05,"(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",01-02-2022.geojson,
Medchal Malkajgiri,TSD0028,1088.52,6.472290197358586e-05,0.00012893347960388473,8.650490439763274e-05,288.0,0.024913412466518226,8.211889358514257e-05,"(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",01-02-2022.geojson,
Adilabad,TSD0029,3980.34,5.53363854631419e-05,7.180459025547112e-05,6.198949190457132e-05,1041.0,0.06453106107265874,6.199820443399615e-05,"(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",01-02-2022.geojson,
Hyderabad,TSD0030,182.64,9.956571693387477e-05,0.00013473276473274055,0.0001208234583087812,48.0,0.0057995259988214976,0.00012079498506770271,"(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",01-02-2022.geojson,
Kumurambheem Asifabad,TSD0031,4495.32,5.240745373493697e-05,0.00010570847113356517,6.953752230764651e-05,1182.0,0.08219335136763817,6.657345344846567e-05,"(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",01-02-2022.geojson,
Jayashankar Bhupalpally,TSD0032,2946.01,5.4817552822423656e-05,0.00014565329983982266,7.29073007970372e-05,780.0,0.056867694621689016,6.622590205030383e-05,"(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",01-02-2022.geojson,
Mahabubnagar,TSD0033,2749.62,5.449849156860499e-05,6.615862462165746e-05,5.9695655683216804e-05,722.0,0.04310026340328253,5.948678539630583e-05,"(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",01-02-2022.geojson,
Bhadradri Kothagudem,TSD0001,6974.14,6.489029744911957e-05,0.00019262539296238226,9.659738441972771e-05,1825.0,0.17629022656600307,9.293480420443234e-05,"(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",01-03-2022.geojson,
Jagtial,TSD0002,2853.09,7.179037332820254e-05,0.00010847096431877934,8.027877663090647e-05,758.0,0.06085131268622711,7.939622718317272e-05,"(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",01-03-2022.geojson,
Jangoan,TSD0003,2112.71,6.521332051142491e-05,7.403757158847802e-05,6.914320868367903e-05,559.0,0.03865105365417658,6.913308225012508e-05,"(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",01-03-2022.geojson,
Mulugu,TSD0004,4189.02,7.534343287407796e-05,0.0001305699181655018,9.437581829885368e-05,1111.0,0.10485153413002643,9.317784363296465e-05,"(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",01-03-2022.geojson,
Kamareddy,TSD0005,3701.83,6.444252442351982e-05,8.424617302099339e-05,7.400040235672648e-05,977.0,0.07229839310252177,7.434640115979861e-05,"(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",01-03-2022.geojson,
Karimnagar,TSD0006,2127.79,6.81048614840712e-05,9.147952223735878e-05,7.684131575942957e-05,559.0,0.04295429550952113,7.611219059532349e-05,"(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",01-03-2022.geojson,
Khammam,TSD0007,4491.25,6.746009329523025e-05,0.0001144947980690052,7.929134116938933e-05,1160.0,0.09197795575649162,7.85262217632774e-05,"(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",01-03-2022.geojson,
Mahabubabad,TSD0008,3551.04,6.650442489171574e-05,0.00010722809820999573,7.903391179199836e-05,933.0,0.07373863970193448,7.736003463469117e-05,"(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",01-03-2022.geojson,
Mancherial,TSD0009,3909.4,7.875345588865481e-05,0.0002658652741961065,0.00011403189942446648,1041.0,0.11870720730086962,0.00010267697817859408,"(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",01-03-2022.geojson,
Medak,TSD0010,2771.68,6.722151082645435e-05,8.945730129182395e-05,7.317628946392815e-05,721.0,0.0527601047034922,7.23921629958131e-05,"(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",01-03-2022.geojson,
Nagarkurnool,TSD0011,6399.07,6.296042066412962e-05,0.0001175916342710126,7.410649328057856e-05,1639.0,0.12146054248686826,7.091463635602078e-05,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-03-2022.geojson,
Nalgonda,TSD0012,7218.26,6.263905718625917e-05,0.00010372494461894095,6.896743430772846e-05,1890.0,0.1303484508416068,6.820823299483177e-05,"(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-03-2022.geojson,
Nirmal,TSD0013,3729.13,6.446000118106126e-05,9.78774503086342e-05,7.898401370447024e-05,991.0,0.07827315758113002,7.753020831541274e-05,"(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-03-2022.geojson,
Nizamabad,TSD0014,4168.33,6.351676550440691e-05,8.099030572605474e-05,7.119774071877793e-05,1101.0,0.0783887125313745,7.121270683268538e-05,"(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-03-2022.geojson,
Peddapalli,TSD0015,2195.39,7.649845594701003e-05,0.00035961532508347113,0.0001221963483615874,582.0,0.07111827474644386,9.59062752013101e-05,"(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-03-2022.geojson,
Rajanna Sircilla,TSD0016,1897.97,6.798817608982295e-05,8.322211007533585e-05,7.489489232912128e-05,504.0,0.03774702573387713,7.45458909909005e-05,"(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-03-2022.geojson,
Sangareddy,TSD0017,4460.37,6.468492835857013e-05,0.00011831727286287163,7.637443121375062e-05,1176.0,0.08981633110737072,7.261106065410174e-05,"(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-03-2022.geojson,
Siddipet,TSD0018,3637.17,6.618236337631536e-05,8.783024896866095e-05,7.134955426580222e-05,969.0,0.06913771808356235,7.08033449600683e-05,"(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-03-2022.geojson,
Vikarabad,TSD0019,3618.96,6.68922999689466e-05,0.00011715726726445059,7.961526520345792e-05,946.0,0.0753160408824712,7.876159578450867e-05,"(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-03-2022.geojson,
Wanaparthy,TSD0020,2174.67,6.726607199761372e-05,7.867325658116033e-05,7.212537891881095e-05,571.0,0.041183591362641055,7.241183179726454e-05,"(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-03-2022.geojson,
Warangal Rural,TSD0021,2139.98,6.553576922061933e-05,8.739803023184694e-05,7.429025861577788e-05,571.0,0.042419737669609166,7.452133995538616e-05,"(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-03-2022.geojson,
Warangal Urban,TSD0022,1294.45,6.715838162048528e-05,8.418270507995795e-05,7.289389634339062e-05,340.0,0.02478392475675281,7.183520995270284e-05,"(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-03-2022.geojson,
Yadadri Bhuvanagiri,TSD0023,3422.72,6.610850196427117e-05,8.066131880254069e-05,7.233240702619329e-05,901.0,0.06517149873060016,7.173900677743868e-05,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-03-2022.geojson,
Narayanpet,TSD0024,2380.13,6.641816235978992e-05,0.00010888527126829212,7.646344553047344e-05,611.0,0.04671916521911927,7.438680906907888e-05,"(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",01-03-2022.geojson,
Jogulamba Gadwal,TSD0025,2574.21,6.795694880541645e-05,8.041063017591927e-05,7.291895983147942e-05,665.0,0.04849110828793381,7.290831033046967e-05,"(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",01-03-2022.geojson,
Rangareddy,TSD0026,4997.54,6.79522753352936e-05,0.00013515831392074204,8.314014513100764e-05,1320.0,0.10974499157293008,7.974667654699611e-05,"(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",01-03-2022.geojson,
Suryapet,TSD0027,3584.22,6.512679941217353e-05,0.00018823557631295087,8.605970478702205e-05,941.0,0.08098218220458775,7.601278414850098e-05,"(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",01-03-2022.geojson,
Medchal Malkajgiri,TSD0028,1088.52,7.347784717849427e-05,0.00012994095182851354,9.190148792186304e-05,288.0,0.026467628521496554,8.849824833605606e-05,"(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",01-03-2022.geojson,
Adilabad,TSD0029,3980.34,7.137831703467554e-05,9.426988222681112e-05,7.965857406202727e-05,1041.0,0.08292457559857039,7.903366884937417e-05,"(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",01-03-2022.geojson,
Hyderabad,TSD0030,182.64,0.00010688425707999458,0.0001391490314868754,0.00012610835456569795,48.0,0.006053201019153501,0.000128217622249361,"(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",01-03-2022.geojson,
Kumurambheem Asifabad,TSD0031,4495.32,7.68261395523755e-05,0.00011474844254268583,9.030011793996115e-05,1182.0,0.10673473940503408,8.922959349113031e-05,"(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",01-03-2022.geojson,
Jayashankar Bhupalpally,TSD0032,2946.01,7.658944938968105e-05,0.00016314216810613342,9.273556839729439e-05,780.0,0.07233374334988962,8.907532489939502e-05,"(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",01-03-2022.geojson,
Mahabubnagar,TSD0033,2749.62,6.840752847767351e-05,8.184512175175924e-05,7.414660552500196e-05,722.0,0.053533849189051415,7.417848219404974e-05,"(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",01-03-2022.geojson,
Bhadradri Kothagudem,TSD0001,6974.14,6.146203899781031e-05,0.00015353605042976845,7.876453363222232e-05,1825.0,0.14374527387880573,7.278412587145428e-05,"(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",01-04-2022.geojson,
Jagtial,TSD0002,2853.09,6.610525419413532e-05,7.829329229800892e-05,7.256996645796383e-05,758.0,0.05500803457513658,7.280780071672305e-05,"(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",01-04-2022.geojson,
Jangoan,TSD0003,2112.71,6.143882138527484e-05,7.128131667714547e-05,6.630712165455031e-05,559.0,0.03706568100489362,6.633289786945534e-05,"(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",01-04-2022.geojson,
Mulugu,TSD0004,4189.02,6.448574704369752e-05,0.00011269827543784592,7.345637718114908e-05,1111.0,0.08161003504825662,7.279064873616274e-05,"(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",01-04-2022.geojson,
Kamareddy,TSD0005,3701.83,6.578844555010183e-05,8.180561567418428e-05,7.342456356157408e-05,977.0,0.07173579859965788,7.341278765788238e-05,"(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",01-04-2022.geojson,
Karimnagar,TSD0006,2127.79,6.614286950780399e-05,7.752154035031696e-05,6.951103117530144e-05,559.0,0.03885666642699351,6.916985497906725e-05,"(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",01-04-2022.geojson,
Khammam,TSD0007,4491.25,6.229098371336023e-05,0.0001090514337128329,7.114948195644943e-05,1160.0,0.08253339906948134,6.999361339741796e-05,"(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",01-04-2022.geojson,
Mahabubabad,TSD0008,3551.04,6.085659029108735e-05,7.319718188321339e-05,6.711061250750144e-05,933.0,0.06261420146949884,6.724761923130026e-05,"(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",01-04-2022.geojson,
Mancherial,TSD0009,3909.4,7.048364349087697e-05,0.000178597188129685,9.782892001909398e-05,1041.0,0.10183990573987683,9.310294991796039e-05,"(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",01-04-2022.geojson,
Medak,TSD0010,2771.68,6.48061291455685e-05,8.893521772410153e-05,7.312023376863401e-05,721.0,0.052719688547185124,7.280173852832588e-05,"(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",01-04-2022.geojson,
Nagarkurnool,TSD0011,6399.07,5.122468774131531e-05,7.739026545565254e-05,6.732870010698092e-05,1639.0,0.11035173947534174,6.805029378447343e-05,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-04-2022.geojson,
