district_name,uid,area,min,max,mean,count,sum,median,geometry,source_file,bounds
Yadadri Bhuvanagiri,TSD0023,3422.72,70.7002182006836,84.75517272949219,79.25484469250503,14423.0,1143092.625,79.64824676513672,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-01-2022.geojson,
Narayanpet,TSD0024,2380.13,64.73397827148438,73.01118469238281,67.08023973295569,9886.0,663155.25,66.19696807861328,"(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",01-01-2022.geojson,
Jogulamba Gadwal,TSD0025,2574.21,54.914913177490234,71.33078002929688,63.4918966323667,10690.0,678728.375,63.20985794067383,"(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",01-01-2022.geojson,
Rangareddy,TSD0026,4997.54,65.00870513916016,83.79054260253906,74.27728224156796,21021.0,1561382.75,73.69036865234375,"(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",01-01-2022.geojson,
Suryapet,TSD0027,3584.22,81.03858947753906,88.62383270263672,84.04527230203809,14965.0,1257737.5,83.53720092773438,"(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",01-01-2022.geojson,
Medchal Malkajgiri,TSD0028,1088.52,77.29588317871094,83.79054260253906,80.91943231441049,4580.0,370611.0,83.36280822753906,"(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",01-01-2022.geojson,
Adilabad,TSD0029,3980.34,81.4666519165039,95.4013900756836,86.8021208573487,16656.0,1445776.125,86.46415710449219,"(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",01-01-2022.geojson,
Hyderabad,TSD0030,182.64,83.36280822753906,83.79054260253906,83.48739739109233,769.0,64201.80859375,83.36280822753906,"(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",01-01-2022.geojson,
Kumurambheem Asifabad,TSD0031,4495.32,71.89128112792969,94.57148742675781,86.39920159680639,19038.0,1644868.0,88.98648834228516,"(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",01-01-2022.geojson,
Jayashankar Bhupalpally,TSD0032,2946.01,69.51563262939453,95.78459930419922,80.9550204589217,12464.0,1009023.375,78.53815460205078,"(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",01-01-2022.geojson,
Mahabubnagar,TSD0033,2749.62,63.07012176513672,68.66621398925781,65.31548703270015,11529.0,753022.25,64.73397827148438,"(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",01-01-2022.geojson,
Bhadradri Kothagudem,TSD0001,6974.14,59.60806655883789,85.0876693725586,76.49488537061787,29181.0,2232197.25,78.05096435546875,"(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",01-02-2022.geojson,
Jagtial,TSD0002,2853.09,73.06475830078125,88.98422241210938,80.2230675530597,12109.0,971421.125,78.99955749511719,"(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",01-02-2022.geojson,
Jangoan,TSD0003,2112.71,70.04913330078125,81.11243438720703,76.30872868999552,8916.0,680368.625,75.37989044189453,"(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",01-02-2022.geojson,
Mulugu,TSD0004,4189.02,57.05801010131836,81.57942199707031,66.29603744369369,17760.0,1177417.625,64.74797058105469,"(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",01-02-2022.geojson,
Kamareddy,TSD0005,3701.83,71.37224578857422,79.616943359375,75.3248461735675,15602.0,1175218.25,76.05072784423828,"(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",01-02-2022.geojson,
Karimnagar,TSD0006,2127.79,75.64071655273438,88.08578491210938,81.55338816154443,9013.0,735040.6875,80.25363159179688,"(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",01-02-2022.geojson,
Khammam,TSD0007,4491.25,78.05096435546875,87.30359649658203,83.68625140592363,18671.0,1562506.0,83.63716888427734,"(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",01-02-2022.geojson,
Mahabubabad,TSD0008,3551.04,70.17420959472656,87.07327270507812,78.52770004663869,15009.0,1178622.25,79.57454681396484,"(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",01-02-2022.geojson,
Mancherial,TSD0009,3909.4,63.422542572021484,88.98422241210938,81.48604725028737,16529.0,1346882.875,81.37214660644531,"(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",01-02-2022.geojson,
Medak,TSD0010,2771.68,71.35126495361328,75.97911071777344,73.82371219887237,11706.0,864180.375,73.66858673095703,"(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",01-02-2022.geojson,
Nagarkurnool,TSD0011,6399.07,55.87864685058594,66.59132385253906,60.92911937788987,26169.0,1594454.125,61.44804382324219,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-02-2022.geojson,
Nalgonda,TSD0012,7218.26,62.200103759765625,83.11942291259766,72.34962996002247,30267.0,2189806.25,71.7183837890625,"(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-02-2022.geojson,
Nirmal,TSD0013,3729.13,72.66251373291016,84.02729034423828,75.43325720086284,15762.0,1188979.0,75.04499053955078,"(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-02-2022.geojson,
Nizamabad,TSD0014,4168.33,71.72491455078125,79.42832946777344,74.60172887403715,17656.0,1317168.125,73.69429016113281,"(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-02-2022.geojson,
Peddapalli,TSD0015,2195.39,79.06109619140625,88.08578491210938,85.43284182305631,9325.0,796661.25,85.96040344238281,"(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-02-2022.geojson,
Rajanna Sircilla,TSD0016,1897.97,71.37224578857422,78.99955749511719,74.1776765729918,8042.0,596536.875,74.26981353759766,"(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-02-2022.geojson,
Sangareddy,TSD0017,4460.37,68.03770446777344,78.16815185546875,74.35741363660634,18729.0,1392640.0,74.2009506225586,"(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-02-2022.geojson,
Siddipet,TSD0018,3637.17,70.04913330078125,80.25363159179688,72.68522645929589,15367.0,1116953.875,72.35729217529297,"(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-02-2022.geojson,
Vikarabad,TSD0019,3618.96,62.91492462158203,73.06745910644531,66.95604862670012,15146.0,1014116.3125,66.12617492675781,"(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-02-2022.geojson,
Wanaparthy,TSD0020,2174.67,58.166141510009766,65.10032653808594,61.778222258880454,9093.0,561749.375,62.26583480834961,"(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-02-2022.geojson,
Warangal Rural,TSD0021,2139.98,74.43059539794922,83.78997039794922,79.26430348258707,9045.0,716945.625,79.93173217773438,"(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-02-2022.geojson,
Warangal Urban,TSD0022,1294.45,76.99283599853516,83.78997039794922,80.65409699378655,5472.0,441339.21875,81.11243438720703,"(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-02-2022.geojson,
Yadadri Bhuvanagiri,TSD0023,3422.72,68.59904479980469,80.37786102294922,73.28715419815572,14423.0,1057020.625,73.1207275390625,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-02-2022.geojson,
Narayanpet,TSD0024,2380.13,62.9779052734375,72.87195587158203,66.30388933845843,9886.0,655480.25,66.57312774658203,"(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",01-02-2022.geojson,
Jogulamba Gadwal,TSD0025,2574.21,58.166141510009766,70.01219177246094,64.84455682881197,10690.0,693188.3125,65.10032653808594,"(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",01-02-2022.geojson,
Rangareddy,TSD0026,4997.54,62.91492462158203,78.16815185546875,70.26777983920842,21021.0,1477099.0,68.78059387207031,"(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",01-02-2022.geojson,
Suryapet,TSD0027,3584.22,75.93566131591797,87.07327270507812,82.6839124624123,14965.0,1237364.75,83.11942291259766,"(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",01-02-2022.geojson,
Medchal Malkajgiri,TSD0028,1088.52,70.04913330078125,78.16815185546875,75.33034934497816,4580.0,345013.0,78.16815185546875,"(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",01-02-2022.geojson,
Adilabad,TSD0029,3980.34,72.66251373291016,81.37214660644531,75.85261317243035,16656.0,1263401.125,76.23909759521484,"(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",01-02-2022.geojson,
Hyderabad,TSD0030,182.64,77.5738525390625,78.16815185546875,77.99504226267881,769.0,59978.1875,78.16815185546875,"(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",01-02-2022.geojson,
Kumurambheem Asifabad,TSD0031,4495.32,61.612022399902344,88.98422241210938,76.88721241727072,19038.0,1463778.75,77.44569396972656,"(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",01-02-2022.geojson,
Jayashankar Bhupalpally,TSD0032,2946.01,59.96418762207031,85.96040344238281,73.5663460767009,12464.0,916930.9375,71.17382049560547,"(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",01-02-2022.geojson,
Mahabubnagar,TSD0033,2749.62,61.1146240234375,64.4717788696289,63.09151379130887,11529.0,727382.0625,62.9779052734375,"(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",01-02-2022.geojson,
Bhadradri Kothagudem,TSD0001,6974.14,56.104522705078125,75.06233215332031,70.52543178780714,29181.0,2058002.625,71.28607940673828,"(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",01-03-2022.geojson,
Jagtial,TSD0002,2853.09,64.49662017822266,81.21133422851562,72.71731769758031,12109.0,880534.0,73.0959243774414,"(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",01-03-2022.geojson,
Jangoan,TSD0003,2112.71,62.08518600463867,71.22826385498047,67.46180321893226,8916.0,601489.4375,66.80825805664062,"(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",01-03-2022.geojson,
Mulugu,TSD0004,4189.02,56.29649353027344,74.16407012939453,67.59588963963964,17760.0,1200503.0,67.51823425292969,"(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",01-03-2022.geojson,
Kamareddy,TSD0005,3701.83,62.85517120361328,70.86714935302734,67.0814639148827,15602.0,1046605.0,67.74293518066406,"(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",01-03-2022.geojson,
Karimnagar,TSD0006,2127.79,65.45222473144531,80.18225860595703,71.46786586042383,9013.0,644139.875,70.03672790527344,"(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",01-03-2022.geojson,
Khammam,TSD0007,4491.25,67.07730865478516,75.85986328125,73.39540597718387,18671.0,1370365.625,75.06233215332031,"(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",01-03-2022.geojson,
Mahabubabad,TSD0008,3551.04,69.86724090576172,75.64618682861328,73.16077020454394,15009.0,1098070.0,73.0041275024414,"(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",01-03-2022.geojson,
Mancherial,TSD0009,3909.4,62.771968841552734,81.21133422851562,76.02454020206909,16529.0,1256609.625,75.45794677734375,"(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",01-03-2022.geojson,
Medak,TSD0010,2771.68,62.85517120361328,68.77535247802734,65.9229988894584,11706.0,771694.625,65.42488098144531,"(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",01-03-2022.geojson,
Nagarkurnool,TSD0011,6399.07,57.31354904174805,61.43631362915039,58.542664985287935,26169.0,1532003.0,58.3659782409668,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-03-2022.geojson,
Nalgonda,TSD0012,7218.26,57.97568130493164,70.40230560302734,64.06875061948656,30267.0,1939168.875,64.09963989257812,"(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-03-2022.geojson,
Nirmal,TSD0013,3729.13,66.24393463134766,75.90721130371094,69.64131296789748,15762.0,1097686.375,69.8979263305664,"(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-03-2022.geojson,
Nizamabad,TSD0014,4168.33,63.55664825439453,71.98690032958984,68.62846199592207,17656.0,1211704.125,69.08429718017578,"(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-03-2022.geojson,
Peddapalli,TSD0015,2195.39,73.0959243774414,80.18225860595703,77.6670710455764,9325.0,724245.4375,76.82891082763672,"(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-03-2022.geojson,
Rajanna Sircilla,TSD0016,1897.97,62.81181335449219,69.07322692871094,64.63068111166376,8042.0,519759.9375,64.49662017822266,"(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-03-2022.geojson,
Sangareddy,TSD0017,4460.37,66.17648315429688,71.4481430053711,68.28912381867691,18729.0,1278987.0,67.92900085449219,"(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-03-2022.geojson,
Siddipet,TSD0018,3637.17,61.93876647949219,70.03672790527344,63.85159757922822,15367.0,981207.5,63.53672790527344,"(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-03-2022.geojson,
Vikarabad,TSD0019,3618.96,58.170169830322266,67.92900085449219,63.492473260266735,15146.0,961657.0,63.91350555419922,"(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-03-2022.geojson,
Wanaparthy,TSD0020,2174.67,58.17411804199219,63.98872375488281,61.21740624656329,9093.0,556649.875,61.96482849121094,"(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-03-2022.geojson,
Warangal Rural,TSD0021,2139.98,69.86724090576172,74.16407012939453,72.32509673852958,9045.0,654180.5,72.23086547851562,"(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-03-2022.geojson,
Warangal Urban,TSD0022,1294.45,67.61363983154297,73.42887115478516,70.88525105080409,5472.0,387884.09375,71.22826385498047,"(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-03-2022.geojson,
Yadadri Bhuvanagiri,TSD0023,3422.72,61.24575424194336,70.03398895263672,64.93023296124245,14423.0,936488.75,65.05061340332031,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-03-2022.geojson,
Narayanpet,TSD0024,2380.13,59.0150032043457,67.76758575439453,62.99963964191787,9886.0,622814.4375,62.842586517333984,"(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",01-03-2022.geojson,
Jogulamba Gadwal,TSD0025,2574.21,61.26786804199219,66.67969512939453,63.836248830682884,10690.0,682409.5,63.65723419189453,"(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",01-03-2022.geojson,
Rangareddy,TSD0026,4997.54,58.170169830322266,71.4481430053711,63.6579908187051,21021.0,1338154.625,62.72587585449219,"(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",01-03-2022.geojson,
Suryapet,TSD0027,3584.22,66.79931640625,75.64618682861328,70.75630638155697,14965.0,1058868.125,70.40230560302734,"(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",01-03-2022.geojson,
Medchal Malkajgiri,TSD0028,1088.52,62.08518600463867,71.4481430053711,67.87287117903931,4580.0,310857.75,71.0074691772461,"(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",01-03-2022.geojson,
Adilabad,TSD0029,3980.34,65.26958465576172,71.84514617919922,66.92254292747359,16656.0,1114661.875,66.24393463134766,"(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",01-03-2022.geojson,
Hyderabad,TSD0030,182.64,69.64705657958984,71.0074691772461,70.61119351430429,769.0,54300.0078125,71.0074691772461,"(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",01-03-2022.geojson,
Kumurambheem Asifabad,TSD0031,4495.32,59.1170654296875,81.21133422851562,69.50315159155373,19038.0,1323201.0,68.93273162841797,"(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",01-03-2022.geojson,
Jayashankar Bhupalpally,TSD0032,2946.01,65.07748413085938,76.82891082763672,72.01803694640564,12464.0,897632.8125,71.73703002929688,"(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",01-03-2022.geojson,
Mahabubnagar,TSD0033,2749.62,58.170169830322266,62.59403991699219,59.711596842744385,11529.0,688415.0,59.327545166015625,"(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",01-03-2022.geojson,
Bhadradri Kothagudem,TSD0001,6974.14,28.019004821777344,38.381072998046875,34.43524039614818,29181.0,1004854.75,35.11952590942383,"(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",01-04-2022.geojson,
Jagtial,TSD0002,2853.09,54.28484344482422,63.29155731201172,59.713704682467586,12109.0,723073.25,58.96172332763672,"(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",01-04-2022.geojson,
Jangoan,TSD0003,2112.71,37.27821731567383,49.16835403442383,42.61368957492149,8916.0,379943.65625,43.01124954223633,"(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",01-04-2022.geojson,
Mulugu,TSD0004,4189.02,36.97092819213867,44.863014221191406,39.13081010698198,17760.0,694963.1875,38.386192321777344,"(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",01-04-2022.geojson,
Kamareddy,TSD0005,3701.83,59.393959045410156,66.4609603881836,63.71056595308294,15602.0,994012.25,64.47591400146484,"(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",01-04-2022.geojson,
Karimnagar,TSD0006,2127.79,47.7900390625,59.07078552246094,51.55036475091534,9013.0,464623.4375,51.35883712768555,"(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",01-04-2022.geojson,
Khammam,TSD0007,4491.25,27.173093795776367,34.78011703491211,31.071203336725404,18671.0,580130.4375,31.316362380981445,"(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",01-04-2022.geojson,
Mahabubabad,TSD0008,3551.04,32.02885055541992,40.17877960205078,36.047096741954824,15009.0,541030.875,35.91218566894531,"(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",01-04-2022.geojson,
Mancherial,TSD0009,3909.4,44.76894760131836,63.67683792114258,57.59614541109565,16529.0,952006.6875,60.04903030395508,"(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",01-04-2022.geojson,
Medak,TSD0010,2771.68,57.12812423706055,63.193763732910156,60.82974542969417,11706.0,712073.0,62.20344161987305,"(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",01-04-2022.geojson,
Nagarkurnool,TSD0011,6399.07,28.490184783935547,43.48195266723633,34.95568229584623,26169.0,914755.25,33.86571502685547,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-04-2022.geojson,
Nalgonda,TSD0012,7218.26,27.526947021484375,40.22193908691406,33.28648982390062,30267.0,1007482.1875,33.20832824707031,"(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-04-2022.geojson,
Nirmal,TSD0013,3729.13,61.160316467285156,71.04901123046875,65.56798788224845,15762.0,1033482.625,65.13813781738281,"(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-04-2022.geojson,
Nizamabad,TSD0014,4168.33,58.96172332763672,69.44066619873047,64.90908897825102,17656.0,1146034.875,65.1939926147461,"(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-04-2022.geojson,
Peddapalli,TSD0015,2195.39,47.6884880065918,59.07078552246094,54.13129021447721,9325.0,504774.28125,53.83232498168945,"(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-04-2022.geojson,
Rajanna Sircilla,TSD0016,1897.97,51.35883712768555,61.40499496459961,55.876379476498386,8042.0,449357.84375,56.39740753173828,"(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-04-2022.geojson,
Sangareddy,TSD0017,4460.37,57.12812423706055,64.4784927368164,60.78722836243259,18729.0,1138484.0,60.75056457519531,"(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-04-2022.geojson,
Siddipet,TSD0018,3637.17,46.23420715332031,59.393959045410156,51.35108511745949,15367.0,789112.125,51.35883712768555,"(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-04-2022.geojson,
Vikarabad,TSD0019,3618.96,48.62289047241211,60.565284729003906,54.405791958272815,15146.0,824030.125,53.84107971191406,"(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-04-2022.geojson,
Wanaparthy,TSD0020,2174.67,35.9500846862793,46.57078552246094,40.79826171230617,9093.0,370978.59375,40.843875885009766,"(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-04-2022.geojson,
Warangal Rural,TSD0021,2139.98,35.39838790893555,47.7900390625,40.39872512437811,9045.0,365406.46875,40.17877960205078,"(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-04-2022.geojson,
Warangal Urban,TSD0022,1294.45,40.17877960205078,49.6943473815918,44.810535453216374,5472.0,245203.25,44.08706283569336,"(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-04-2022.geojson,
Yadadri Bhuvanagiri,TSD0023,3422.72,34.48183822631836,49.16835403442383,43.03610985925258,14423.0,620709.8125,43.695526123046875,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-04-2022.geojson,
Narayanpet,TSD0024,2380.13,43.71744918823242,53.51424789428711,49.82207161642727,9886.0,492541.0,49.65760040283203,"(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",01-04-2022.geojson,
Jogulamba Gadwal,TSD0025,2574.21,35.65693664550781,47.447044372558594,42.05374766136576,10690.0,449554.5625,41.545867919921875,"(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",01-04-2022.geojson,
